implicit,implied,Annotator
"@USER @USER You been reading Q again, right? That's what Q says. I believe"" it too but still... Sessions is virtually invisible. RR is there to stay. He is NOT going anywhere even when the FISA docs released to public. Won't be COVERED AT ALL by the Shitstream media. Nobody will ever know!""",You are influenced by wrong media.,Annotator-2
@USER I lived through the era where conservatives literally tried to argue that gay rights would cause the collapse of Western Civilization. No exaggeration.  They used he fall of Rome as their example somehow.  They now want to pretend that they didn’t vilify us.  Ugh.,Conservatives are homophobic.,Annotator-2
@USER Hitler would be so proud of David Hogg URL,David Hogg acts like a Nazi.,Annotator-2
Soooooounds like an AWESOME plan !!!  Next he’s gonna be pulling money from Medi-care &amp; Pensions to pay for all the Golf Cart Rentals for his @USER detail that watches him struggle to stay on the fairways on all the Golf Weekends he swore “he’d NEVER have time for” #MAGA URL,He is about to make poor financial decisions.,Annotator-2
@USER @USER You know what wasn’t in his apartment after? Him. And that’s the fucking problem.,He was not where he was suppose to be.,Annotator-2
@USER @USER @USER @USER @USER @USER @USER Louis Farrakahn called. He said you are doing a great job of parroting his ideas. (Means you do not have an original thought and that you are actually the puppet here).,You do not have any original thoughts and are a mere puppet.,Annotator-2
@USER ...Bono's attempt to inculcate the masses in his later life epiphany... senility has certain markers; i guess Bono has made that clear now - sad 😳🤔🤔,Bono is a senile leader.,Annotator-2
@USER The ratings are low because of people like you &amp; the other guy making fun of conservatives.. This is one reason why Trump won..  You people just don't get it &amp; pitiful &amp; shameful...,You guys are reason why Trump won.,Annotator-2
@USER @USER ..... or you could legislate some common sense gun control and tone down your racist rhetoric.,You are being unreasable here.,Annotator-2
@USER @USER Mental case for sure,He is mentally unfit.,Annotator-2
"@USER It really sucks when commies atheists liberals refugees and anyone who isn't one of (us) uses our"" precious tax dollars....""",People who do not support USA should not use its money.,Annotator-2
@USER And Who Would Listen to a Man that Robbed American Taxpayers of Millions of Dollars and Gave it to Iran?  NOT ME!,He misused tax money on iran war.,Annotator-2
@USER I found out today that Jesus isn’t white and so now I can’t go to church on Sunday AND I can’t watch football damn Obama liberals,Liberals have a knack for runing things.,Annotator-2
@USER Feinstein and Schumer are political assassins.  Thank heavens that @USER has been able to give a few in the GOP courage to not fold this far.  Conservatives need to hit back hard on these political criminals.,Feinstein and Schumer are criminals.,Annotator-2
@USER @USER  This is insulting. I'm black and fully capable of getting IDs. What makes you think that we can't?  Lets be honest. This is about liberals (mostly white 1s) that want to appear as saviors and vanguards for minorities. Its about protecting your fraudulent votes.,White liberals pretend to be messiah for black folks just to gain votes.,Annotator-2
@USER Demon-craps just can't get over the fact that they are not in charge....They're delusional to think something that will effect the country in such a profound way will just be bargained away....American's have Dreams that come first over Illegals.,Democrats want to put the needs of the illegals over that of Americans.,Annotator-2
I hate the Democrats but they do Fight like H3LL everyday.  R's are making so much from Lobbyist they don't give a damn what we want.  I'm Ready for #MAGA Party   but we have to get Trump elected 2020 and keep democrats out till 2020 URL,Democrats do not care about the public and should be kept out of the office.,Annotator-2
@USER @USER END of Story.   Where is the lying Liberals Witness 🤔,Liberals and their supports are prone to lying.,Annotator-2
@USER Of course she’s making money on the situation she is a dem they have no values but greed and power,"Democracts are shameless and greedy, always thinking about money.",Annotator-2
@USER If you move ahead with Kavanaugh's nominatin without more information you are committing an ethical and legal violation.U violated the constitution with Merrick Garland &amp; now this horrible candidate who says precedent can be overturned. Wait for more info &amp; be sure,Kavanaugh should not be a judge without due diligence on his conduct.,Annotator-2
@USER yeah way to ruin the fucking hype. this is why you werent invited to dennys after we finished with andreas lol.,Youa re a kill joy.,Annotator-2
"Another attempt of the DEMS to hide the TRUTH of ABUSE against WOMEN  WHERE is the ME TOO"" movement on this verified ABUSER of WOMEN  #MeToo are they just another extension of the SOROS groups like ANTIFA KKK❓❓❓‼️ URL",Dems are abusing women and then hiding the truth. They hijack campaigns like #MeToo just like anti-fascist movements.,Annotator-2
@USER That's because you liberals have no morals anything goes with your kind drugs sex child endangerment,Liberals are immoral and characterless.,Annotator-2
LOL     Ted Cruz thinks #Texas voters are stupid.  Says Beto O'Rourke will ban barbeque from the state of Texas.  #resist   #MAGA    #Ridiculous   URL,Ted Cruz is stupid to think Texas voters can be easily fooled.,Annotator-2
Pretending you have dementia to own the libs #MAGA URL,Liberals can be easily fooled.,Annotator-2
@USER I think I’ll blame all the dumbasses for gun control,Dumb people seek gun control.,Annotator-2
@USER I come from a long line of bigots and morons. It's hard to grapple with at first but it gets better. Fill the void with fundamentally decent ppl and you will eventually realize you are better off for it.,I denounce my biggoted upbrining and surroundings.,Annotator-2
@USER Boycotting NFL for the rest of my life.,NFL is useless to watch.,Annotator-2
@USER Amazing how much money is being thrown at this guy by liberals freaking out. Beto epitomizes everything that is wrong in America. Vote CRUZ!,Beto is not a good leader.,Annotator-2
@USER @USER @USER Oh yeah so I'm sure you'll wait a certain amount of time before talking about gun control right? I'm sure you're saying the same thing to all the people using the dead to push laws that do nothing right?,Politicans are using mass shooting to push for gun control.,Annotator-2
@USER @USER @USER @USER @USER @USER @USER And your President respects all of that. You liberals do not.,Liberals are not as respecting as the President,Annotator-2
@USER He didnt say that when he raped his daughters friend (16 years old) and not too long after she committed suicide,He is a rapist who is responsible for the dead of the victim.,Annotator-2
@USER As he should. The world doesn't stop because you liberals wanna hijack a process and delay at all costs.,Liberals want to stall progress.,Annotator-2
@USER @USER It's a pretty awesome movement. Imagine if all men's rights wanktavists just fucked off to the woods and spared everyone their bullshit? There'd be fewer abusuve relationships and messed up kids. The sooner all the men like that go their own way into the fucking sea the better.,Women will recognize their bizarre movements if all the men went away.,Annotator-2
@USER How paranoid has one person to be to think that fucking yale is a kind of antifa HQ,He is paranoid.,Annotator-2
@USER @USER @USER @USER Another village missing its idiot!!! 🙄,Some people are idiots.,Annotator-2
"@USER @USER Right. shoot the messenger."" Don't go after the homosexual rot in the clergy, Bergoglio, go after the man - Archbishop Vigano - who EXPOSED the homosexual rot in the clergy. Satan must be having a REALLY good laugh over that one.""",Clergy indulging in homosexuality should be punished.,Annotator-2
@USER @USER She either testifies or shuts up.She is either a fraud or a false memory person.When you have been raped you never forget it ever.,She might be faking about her rape.,Annotator-2
@USER I thought the left hated guns? And gun violence? Gun control right?,Lefts are hypocrites about gun control.,Annotator-2
@USER Nice hat😂  Hey #Liberals and #Democrats  @USER is living Rent Free in y'all's heads...  like McDonald's  #ImLovingIt   Sweet Revenge Has Never Tasted So Good  #MAGA #WalkAway,Liberals cannot stop thinking about Trump.,Annotator-2
@USER @USER @USER No worries Antifa. You can still live in your parents basement and go to your community college!!!,Anti-Fascist live off their parent's money.,Annotator-2
"@USER @USER Yeah, poor conservatives for having eyes that see, and ears that hear.   If you're loving your brain bath , then continue on , pretty soon pedophlia will be your next great virtue to champion as you see kind loving pedo's dawn your TV set to make you march in line and resist"".""",LIberals will be celebrating pedophiles.,Annotator-2
@USER @USER @USER @USER Police reform yes. We should try that. Gun control? We’ve tried that over and over again. It doesn’t work. But maybe it’s like socialism or communism. We just haven’t done it right yet. /Sarcasm,Gun control like communism and socialism does not work in a democracy.,Annotator-2
@USER @USER @USER I agree.   There are obese people trying to change the way they are.  Good luck to them.  Not lazy. Tess_Holliday is doing the opposite.  She is actively promoting that its good and beautiful to be obese.  Its not.  And its down to being lazy and greedy.  Simple science,Tess Holliday is promoting laze and greed by promoting obesity.,Annotator-2
@USER It’d better be on Monday and who the hell are they to slow walk this and dictate terms? #MAGA,They are walking out off parliment to flex power.,Annotator-2
@USER Didn't this trashy thing sleep her way to the top with married men?,She slept with men to achieve professional success.,Annotator-2
@USER @USER Why didn't Zac Goldsmith of the faux Conservative Party use this?  Why didn't faux Conservative Party use Khan's defence of 9/11 organiser?  Why are the Conservatives so f*cking useless? If you ask me it's deliberate as they share Labour's agenda or are they just that useless?,Conservatives are utterly useless.,Annotator-2
@USER So then your saying the @USER platform of gun control and reform is nothing for them to worry about? Kind of like #Kavanaugh is going to kill women and Gays?,They do not care about reforms and minorites.,Annotator-2
@USER @USER @USER @USER @USER She raps likes she will pop off but the only thing she popped was her butt implant. Now Remy is skinner than her even while pregnant URL,She is a bad singer with cosmetic surgeries.,Annotator-2
"@USER Chris, Chris, Chris.... Are you forgetting the mantra of every single libtard pusher of common sense gun control""? When all guns are outlawed, the criminals will voluntarily give up their guns, out of a sense of compassion.""",Libtard stupidly think gun control will bring down crime.,Annotator-2
@USER @USER @USER @USER @USER @USER @USER Bibi so looks like Stalin when Stalin was younger.  Maybe he is starting to act like him a tad. China is never your friend.,Never trust communist.,Annotator-2
@USER And why report this garbage.  We don't give a crap.,We do not want trashy news coverage.,Annotator-2
"@ ALL FAMILY/FRIENDS , do not tell me  bad shit that your bf/gf did to you just to go right back to them!!!",Do not talk behind each other's back.,Annotator-2
#ChristineBlaseyFord is your #Kavanaugh accuser... #Liberals try this EVERY time... #ConfirmJudgeKavanaugh URL,Liberals always try to hinder Republican decisions.,Annotator-2
"#ANTIFA are bedfellows with The Democratic Socialists of America (DSA) who #JamesOKeefe has exposed as being inserted throughout government, attempting to bring down #America  #Trump #MAGA🇺🇸 #DeepState  URL",Anti-fascist and DSA are trying to bring American down.,Annotator-2
@USER Antifa has TS level influence. It's scary.,Anti-fascist groups are danegrous.,Annotator-2
". JEFF SESSIONS: ‘LISTEN TO THE ACLU, ANTIFA, BLACK LIVES MATTER’ IF YOU WANT MORE CHICAGO SHOOTINGS  . URL",Liberalism and anti-facism are responsible for more gun voilence.,Annotator-2
"#Ted always has a feel for the most appropriate public behavior. But, often, he is unable to control himself. #GOPDysfunction URL",At times Ted misbehaves in public.,Annotator-2
#BelieveAllWomen just when I think things can't get dumber.. this happens.. liberals probably don't realize this because they are children but this isn't equality. How about we treat women an men the same.. pretty sure that'll have better results for culture,Liberals do not know the true meaning of equality.,Annotator-2
#DregsOfSociety  ??? #Deplorables   Liberals usually dehumanize those they want to exterminate later URL,Liberals are hyocratical about who they target.,Annotator-2
#EmmyAwards2018 - Ratings tank as expected.  Who can possibly stand to watch so many liberals in one place at one time.,Liberals crowd all public events and are unbearable.,Annotator-2
#NightMayor 's DT cycle track can easily open Antifa tennis courts inside Crescent Heights until we are able to trash Nenshi’s communist vape shop!,blacks are inferior and communist needs to be trashed,Annotator-2
@USER @USER Awwww she is so stinking cute! How old is she now?,She is cute for her age.,Annotator-2
#DeclassifyDocuments I love watching liberals like Maria squirm. #Outnumbered,It is nice to see liberals suffer publically.,Annotator-2
"#PoliticsInFocus Look Donald! You are only a duck, stop patronizing me! URL",Donald you are cartoon.,Annotator-2
#CarbonTax works and will put tons more money BACK INTO Canadian pockets.  .@USER  .@USER  .@USER .@USER  Part of why Trudeau won in 2015 was campaigning on a national carbon tax. Conservatives died then. They want another death in 2019...we will oblige. URL,Conservatives are a death cause in Canada.,Annotator-2
Antonia Evans was either sex trafficked or cremated.,Antonia Evans was assulted and mistreated.,Annotator-2
"#CincinnatiEnquirer steps into #Gun Control FINALLY. Took a #MassShhoting on their damn door step for their #editors to wake up, but better late than never. URL",It requires mass shooting for Cincinnati journals to talk about gun control.,Annotator-2
#Liberals Are Reaching Peak Desperation To Call On #PhillipRuddock To Talk With #Turnbull To Convince Him To Help with #WentworthVotes 18 Sept 2018  @USER #Auspol #LNP #NSWpol @USER  @USER @USER #LNPMemes URL,Liberals are desperate.,Annotator-2
$uicideboy$ ON HALLOWEEN its aboout to get sooooo FUCKING spooky,Suicide bombing is no joke.,Annotator-2
@USER Got to love that the people making the laws tend to know nothing about the subject they're making the law for. You should hear some of the gun control laws people try to pass here in the states.,Leaders supporting gun control have no knowledge of the issues at hand.,Annotator-2
#Conservatives Govt have run up debt in spite of austerity cuts while the rich have doubled their wealth. #inequality  URL via @USER,Conservative government are hypocrites and lobbying the rich.,Annotator-2
#CrowderConfronts continues to expose that the SJW bullies are paper tigers when conservatives fight back with truth and facts. #dontbeafraid #confrontwithtruth URL,Social Justice Warriors act like bullies when faced with facts.,Annotator-2
"@USER @USER @USER Okay and? Anybody can go to Eredivise and score 15+ goals. Shit league. Bundesliga teams are competitive in euro competitions. Mexico hasn’t produced any talent like Pulisic in a long time. It’s okay, maybe you guys will one day.",Mexicans are not talented.,Annotator-2
"#Christian #America – If we go by #Trump’s example, where liberals support open borders, I guess conservatives support school shootings.   Please explain how this makes America great again.",As per Trumps logic Conservatives support school shooting.,Annotator-2
#Democrats #Liberals you are being #threatened by #Armed #Nazis and you talk about #disarmament of yourselves and of #Disconnection from the #Military #Lifestyle ?  You should #broadcast your #Armory and #killSkills #RightFuckingNOW URL,Democrats and Liberals are being put off by their folks.,Annotator-2
"#ThingsDarthVaderWouldNeverSay yup , white mask privilege at it's finest. Always trying to keep a black mask down #BlackLivesMatter #Qanon #Antifa #AlexJones #Infowars #StarWars #maytheforcebewithyou #thirdshiftzombies #Podcast #radio #WhiteSupremacy URL",whites are racist,Annotator-2
"#Barbara Boxer If LIBERALS Want to Use RAPE as a Political Tactic! THEY Had Better Have Some HARD EVIDENCE! Her Word Isn't Evidence!!! Its Called HEARSAY . On that note, I Could Say ' YOU  ' Cornered Me In A Bathroom, And put YOUR Hands All Over Me' 35 Years Ago. PROVE ME WRONG URL",Liberals are using sexual assulat as an excuse without any ecvidence.,Annotator-2
#ConstitutionDay It's very odd for the alt right conservatives to say that we are ruining the constitution just because we want #GunControlNow but they are the ones ruining the constitution getting upset because foreigners are coming to this land who are not White wanting to live,Alt-right conservatives like guns more than non-white immigrants.,Annotator-2
#Beeto Just Demonstrated How To Lose An Election In #Texas   URL #MAGA @USER #rkba @USER #DVC,Beto is a lost cause in Texas elections.,Annotator-2
#ChristineBlaseyFord is only being harassed by members of the Antifa the radical arm of the Democratic Party funded by George Soros.  #VoteRedToSaveAmerica,Ford is being harrased by extremist Democrats.,Annotator-2
"#bb20 actually question why do people want Jc to win more than Angela? He has been way meaner, says the n word repeatly, makes fun of eating disorders, and sexually harasses houseguests.She is just as much as an underdog to win so dont use that excuse. #bb20  #tangela",JC is a racist misogynist.,Annotator-2
@USER @USER As I have said the media and money Soros with dip shit Waters is creating a civil war.,Some people want to create internal discord and voilence within the nation.,Annotator-2
#GoodMorningAmerica  #TuesdayMotivation #Thankyou #FatherGod the #Americanpeople will begin to see the #truth about our #governmentcorruption @USER @USER @USER #mediaCorruption #NoRedaction #DeclassifyFISA #Declassification completely #Obama #HillaryClinton #Lies #Leakers #liberals URL,Liberals run a corrput government and media.,Annotator-2
#MSNBC #Hardball @USER Bingo you are absolutely correct he cannot bring President Obama down. He can’t get over how President Obama humiliated him at the White House correspondents dinner and I can guarantee you that is a definite driver of his hate for President Obama,He got roasted by Obama and now hates him.,Annotator-2
"#Emmys  Well, most of those ex-crackheads are liberals and Democrats; so ...",Liberals and democracts are drug addicts.,Annotator-2
". a grown ass woman, probably 10 years older than me is currently spreading rumors rather than talking to me about it, nice work you got there satan ❤️",Grown up women sometimes act irrationally.,Annotator-2
#Conservatives don’t care what you post..it’s @USER propaganda.. URL,Conservatives are spread their propaganda no matter what.,Annotator-2
@USER The kindest explanation is that he is tone-deaf.  It's hard to feel kind when he and his ilk do this repeatedly.,He is tone-deaf.,Annotator-2
#GeoffreyOwens niggas don’t really understand...levels to career pursuits,Niggas are uneducated with no career aspirations. ,Annotator-2
@USER 'cause everyone knows a real leader falls into a van like a sack of potatoes.....,Our current leader is a slouch.,Annotator-2
"#BoycottNike campaign must continue and grow  Paying overseas staff $0.20 an hour is not okay because your staff is over there"".   You are exploiting poor women/men in the world.  This is more than Americans can stand. URL",Nike is exploiting poor people.,Annotator-2
"#NEWS Jeff Sessions: If you want more death, 'listen to the ACLU, Antifa, Black Lives Matter'"" URL #CNBC""",Curren solutions provided by the left can lead to more voilence.,Annotator-2
#David #Miliband #DavidMiliband flew away  in #NewYork to be with the #US #Liberals #Democrats - had to flee #Corbynists hatred of Jews,He ran away to be saved from the wrath of the Jews.,Annotator-2
"#Ford's attorney says she's receiving death threats and has had to move her family to safety"". Where's the proof that #Democrats #Antifa are not doing this to promote this circus?""",Democrats and Anti-facists could be spreading rumours.,Annotator-2
#scottgimple ruined #TheWalkingDead and now he is doing the same to #FearTWD . Hope the checks cash forever because he should never get another job. #AMC,He should be jobless.,Annotator-2
#Austerity Low pay #TuitionFees  Lack of housing Wages falling #UniversalCredit Unaffordable rents #NHS crisis Crap railways Empty shops #Brexit No deal exit from EU #Windrush #Grenfell   In just 8 short years the @USER have completely fucked the UK,UK has been compelety ripped off by the exisit government.,Annotator-2
"3 days before BBC Radio 2’s Festival in a Day, they decide to tell us that their headline act isn’t coming anymore. Thanks a lot, now I’ve paid a fortune to see a tonne of acts who are shit and who are of no interest to me 😑👍🏻",I am not interested in the shitty content by BCC.,Annotator-2
"28, 27, 25 and 21 but like,, it’s still really miserable and unpleasant for us?? And like they even told me how they weren’t happy and would have got divorced before I was even born so I’m like cool cool I was literally born into hatred that’s awesome no wonder I’m such a fuckup",I live in a miserable family.,Annotator-2
"#DeSantis=DeRacist, as bad a choice as he is, he “distanced” himself from the Prez’s comments today questioning any deaths in Puerto Rico from Hurricane Maria @USER @USER #whataputz",De Santis seems to be playing the ditry racial politics in Puerto Rico,Annotator-2
@USER @USER I'll use that one the next time im in a gun control debate or in a debate about free speech or taxes. Yes you can choose to be irresponsible or choose not to be. I argue responsible. Whats wrong with that? Don't justify murder by saying it was never alive or its my right.,Aborting is equal to murdering alive infants.,Annotator-2
@USER @USER Who the hell does he think he is?,He thinks too highly of himself.,Annotator-2
88% of these niggas have podcasts and YouTube channels dedicated to this and shit ain’t getting solved so URL,"The way Niggas are trying to solve their problem, nothing will get solved.",Annotator-2
Anytime I randomly bust out laughing it’s because I remembered some dumb shit Albria said 😭😭,Albria is always making stupid comments.,Annotator-2
@USER @USER 😂 You do not like the Jewish people because you ALL claims they are holding all the money. Sound familiar? Your left wing libtard  family is the family of the KKK. You do not hate Jews? That’s funny. Gun control; even funnier. Good luck,Liberals hate Jews.,Annotator-2
#Liberals always up to dirty tricks to get their way. 👇👇 URL,Liberals are shrewed.,Annotator-2
#Conservatives are more upset about #bertenernie being #gay than having a #sexualpredator in the @USER a hooker as @USER and a #rapist as #supremecourtjustice,Conversatives are so homophobic they let rapists stay in office instead.,Annotator-2
"#Conservatives just like old #Garbage bags blowing in the wind, here's an old garbage bag now... URL",Conservatives and their ideologies are old and trashy.,Annotator-2
#HonourSacrificeBoycottMatch I hope d human rights rats r happy!hope Sidhu is happy!  I hope d liberals r happy! Let’s play cricket wth thm let’s thank thm 4 wht they r doing 2our soldiers Let’s celebrate our impotence funny a piddly little nation like pak is taking us 4 a ride,Pakistan is a rip off.,Annotator-2
"#Resist traitors caught on video breaking our laws to further their #Communist #Socialism ways and slow down the #Trump agenda. They are the DC Chapter of Democrat Socialists of America. Forget anTifa, that is a distraction from the real Resistance. #MAGA  URL",Traitors break law to forward their agenda.,Annotator-2
#NoOneAskMe But here's my opinion #offset keeping this beef up between #cardiB and @USER he know Cardi slow and believe everything he says.. She is his meal ticket. I just think #offset need to sit his ugly ass down.,CadiB is slow-witted.,Annotator-2
#ICYMI - Liberals' Favorite Myth That Obama Was a Law Professor Is Now Destroyed?! URL,Obama may not have the professional qualifications he claimed.,Annotator-2
@USER To demonstrate how wholly incapable of carrying a thought to its logical conclusion she is?,She is not capable for fully forming her thoughts and ideas.,Annotator-2
"#LiberalHypocrisy #TacoBell When Liberals ask why your against illegal immigration? Taco Bell Employee: No Habla Ingles!"" URL",When cornerned they behave as if they do not understand English.,Annotator-2
#Conservatives have no genetic ability to understand #hypocrisy or #irony. Right wing ideology gets ya all twisted in knots. #onpoli  #Ontario  #PartyOfYesteryear  @USER  #FraudNation URL,Conservatives are born stupid.,Annotator-2
#GreatestThingsAboutThe90s liberals weren’t unhinged,Liberals are now deranged.,Annotator-2
"#disarmthem #antifa Please NO ONE be stupid enough to do this. Most of us DO NOT open carry, most of us carry concealed. Anyone stupid enough to do this, that is considered an act of aggression and you will be shot We also carry more than one weapon. We shoot to kill, not maim.",We can shoot in self defence if someone is being stupid.,Annotator-2
"@USER * Puerto Rico is destroyed; more than 3,000 die * Trump visits, and throws paper rolls at people * 11 months later, Puerto Rico is still waiting for help * Trump says everything is fine, and his visit was a great success  🤔",Trump is lying about helping Puerto Rico.,Annotator-2
#FemiNazis are Liberals so #MeToo only counts when they blame a non-Liberal man. #Bizarro  #KAG2018 ❤️🇺🇸 URL,Feminist are targetting non-libearals under guise of #MeToo. ,Annotator-2
"#BREXIT deal HAS been reached - and will be unveiled at special summit in NOVEMBER, Has @USER sold out the #UK to the eu??? She better have not or the @USER are finished!! @USER URL","She could act like a sellout, not looking after the interest of her people.",Annotator-2
"#EuropaLeague Song the EU, cash your remaining chips in and p*ss off 👍 You've played all your cards and liberals in the U.S too.  Brexiteers and Trump takes it all so be nice eh and life'll be better for everyone.  URL",Liberals in EU and USA are loosers arcoss the board and need to be replaced.,Annotator-2
#auspol  I don't know why he is still in his job. Seriously. URL,He does not deserve to be in office.,Annotator-2
"#ConfirmKavanugh now, stall tactics are DC cronies only recourse. No more delays.  #VoteRed to end this madness and to #MAGA",Republicans need to act fast and not be scared of protesters.,Annotator-2
@USER @USER @USER @USER Beats the hell NJ out of me lol. Dude already made the assumption that I'm antifa. He even ignored all the evidence to make that assumption.,Ignorant people are quick to judging anti-facism.,Annotator-2
